new,previous,datum,stratum,parameter,probability,point_difference,lower,upper,primary_classification
B_G,A_G,184,stress,log10_Agw,0.95,0.10798414705855286,-1.0,1.0,descriptive_secondary
B_G,A_G,184,stress,gamma_gw,0.05,0.004970335954001724,-1.0,1.0,descriptive_secondary
B_G,A_G,184,stress,gamma_gw,0.5,0.03517402981241735,-1.0,1.0,descriptive_secondary
B_G,A_G,184,stress,gamma_gw,0.9,0.02856772633984972,-1.0,1.0,descriptive_secondary
B_G,A_G,184,stress,gamma_gw,0.95,0.01796458329566919,-1.0,1.0,descriptive_secondary
B_G,A_G,184,stress,log10_Ar,0.05,0.0074600872945585,-1.0,1.0,descriptive_secondary
B_G,A_G,184,stress,log10_Ar,0.5,0.07654144545618058,-1.0,1.0,descriptive_secondary
B_G,A_G,184,stress,log10_Ar,0.9,0.16563670781306894,-1.0,1.0,descriptive_secondary
B_G,A_G,184,stress,log10_Ar,0.95,0.1933826801459121,-1.0,1.0,descriptive_secondary
B_G,A_G,184,stress,log10_EFAC,0.05,-0.04179841967925013,-1.0,1.0,descriptive_secondary
B_G,A_G,184,stress,log10_EFAC,0.5,-0.0070173453066757485,-1.0,1.0,descriptive_secondary
B_G,A_G,184,stress,log10_EFAC,0.9,0.019240086101497578,-1.0,1.0,descriptive_secondary
B_G,A_G,184,stress,log10_EFAC,0.95,0.028561834072346415,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,u,0.05,0.008480370251805348,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,u,0.5,0.04372860146928331,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,u,0.9,0.013105608191851026,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,u,0.95,0.0065590063470317705,-1.0,1.0,inconclusive
B_G,A_G,189,representative,log10_Agw,0.05,-0.007653219090226558,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,log10_Agw,0.5,0.019920253580745617,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,log10_Agw,0.9,0.027120420701755354,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,log10_Agw,0.95,0.029909173050033377,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,gamma_gw,0.05,0.004859159282409757,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,gamma_gw,0.5,0.04146136681170781,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,gamma_gw,0.9,0.017803234675308754,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,gamma_gw,0.95,0.01022018856994178,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,log10_Ar,0.05,-0.02268556818190244,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,log10_Ar,0.5,-0.17145141257892293,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,log10_Ar,0.9,0.030037270857701692,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,log10_Ar,0.95,0.060986383797822286,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,log10_EFAC,0.05,-0.0996276702092342,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,log10_EFAC,0.5,-0.050071193566157246,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,log10_EFAC,0.9,-0.02097291350514824,-1.0,1.0,descriptive_secondary
B_G,A_G,189,representative,log10_EFAC,0.95,-0.013383852825317066,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,u,0.05,0.00029909399924266805,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,u,0.5,-0.0032601901128144206,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,u,0.9,-0.0021520688585745518,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,u,0.95,-0.0015985904141488927,-1.0,1.0,inconclusive
B_G,A_G,191,representative,log10_Agw,0.05,-0.0049275520980340895,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,log10_Agw,0.5,0.03126442252265693,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,log10_Agw,0.9,0.08283498050963212,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,log10_Agw,0.95,0.09518145003484701,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,gamma_gw,0.05,0.005521948634078559,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,gamma_gw,0.5,0.03108542668601394,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,gamma_gw,0.9,0.01705234655532506,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,gamma_gw,0.95,0.008574343331873902,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,log10_Ar,0.05,0.005417041297336396,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,log10_Ar,0.5,0.050236961277534464,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,log10_Ar,0.9,0.15039689410028212,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,log10_Ar,0.95,0.16001543157941223,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,log10_EFAC,0.05,-0.11259111246934772,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,log10_EFAC,0.5,-0.05343591226112121,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,log10_EFAC,0.9,-0.026127641719598582,-1.0,1.0,descriptive_secondary
B_G,A_G,191,representative,log10_EFAC,0.95,-0.017764330182128307,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,u,0.05,-0.009973561418619846,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,u,0.5,-0.03822916894325312,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,u,0.9,-0.01118714099126461,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,u,0.95,-0.005914896946979553,-1.0,1.0,inconclusive
B_G,A_G,197,representative,log10_Agw,0.05,0.008728679872784842,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,log10_Agw,0.5,0.07981931299175206,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,log10_Agw,0.9,0.1326976354355286,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,log10_Agw,0.95,0.13877920861265403,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,gamma_gw,0.05,0.012746153929444962,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,gamma_gw,0.5,0.12159966048006593,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,gamma_gw,0.9,0.16432092021932054,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,gamma_gw,0.95,0.13260598622817332,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,log10_Ar,0.05,0.010449747367753167,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,log10_Ar,0.5,0.09857424306182516,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,log10_Ar,0.9,0.16627024918593558,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,log10_Ar,0.95,0.17310765804163858,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,log10_EFAC,0.05,0.0005846106560662691,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,log10_EFAC,0.5,0.007890988444040915,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,log10_EFAC,0.9,0.02505164948461288,-1.0,1.0,descriptive_secondary
B_G,A_G,197,representative,log10_EFAC,0.95,0.03230393512052352,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,u,0.05,-0.005801439957486616,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,u,0.5,-0.02723403540832603,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,u,0.9,-0.007715388629929043,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,u,0.95,-0.003747322169850631,-1.0,1.0,inconclusive
B_G,A_G,249,representative,log10_Agw,0.05,0.010396059280522913,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,log10_Agw,0.5,0.09924493603811799,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,log10_Agw,0.9,0.16526958056201851,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,log10_Agw,0.95,0.1774574946662349,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,gamma_gw,0.05,0.010413039198587014,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,gamma_gw,0.5,0.08638975091971257,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,gamma_gw,0.9,0.09622547487835253,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,gamma_gw,0.95,0.07103307650348589,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,log10_Ar,0.05,0.012153830790673288,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,log10_Ar,0.5,0.12473753990793546,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,log10_Ar,0.9,0.2186335355906589,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,log10_Ar,0.95,0.23158550258850474,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,log10_EFAC,0.05,-0.04016991658199334,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,log10_EFAC,0.5,-0.005833524132676793,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,log10_EFAC,0.9,0.022117051109610958,-1.0,1.0,descriptive_secondary
B_G,A_G,249,representative,log10_EFAC,0.95,0.031046340474885137,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,u,0.05,0.0002512116041225726,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,u,0.5,-0.005401555867196928,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,u,0.9,-0.0038475850224982677,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,u,0.95,-0.002495407958526874,-1.0,1.0,inconclusive
B_G,A_G,272,representative,log10_Agw,0.05,0.018891709894443737,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,log10_Agw,0.5,0.17687756386730186,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,log10_Agw,0.9,0.20633471352991029,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,log10_Agw,0.95,0.19916545899202465,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,gamma_gw,0.05,0.007751852878758771,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,gamma_gw,0.5,0.04759595837229963,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,gamma_gw,0.9,0.02495762066987628,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,gamma_gw,0.95,0.013636278604713725,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,log10_Ar,0.05,0.00032022630337989744,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,log10_Ar,0.5,0.0028635994058282543,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,log10_Ar,0.9,0.11630010157777204,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,log10_Ar,0.95,0.13482052906417963,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,log10_EFAC,0.05,-0.16563674967536768,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,log10_EFAC,0.5,-0.05984423596244559,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,log10_EFAC,0.9,-0.024876460226462616,-1.0,1.0,descriptive_secondary
B_G,A_G,272,representative,log10_EFAC,0.95,-0.01502741391648732,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,u,0.05,-0.010570362787834416,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,u,0.5,-0.02647774086966237,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,u,0.9,-0.0063457051420490185,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,u,0.95,-0.003021010635746224,-1.0,1.0,inconclusive
B_G,A_G,285,representative,log10_Agw,0.05,0.031050411118327237,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,log10_Agw,0.5,0.07201779692079224,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,log10_Agw,0.9,0.042377693399582084,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,log10_Agw,0.95,0.035293323417065925,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,gamma_gw,0.05,0.027654684161639735,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,gamma_gw,0.5,0.09234620019218487,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,gamma_gw,0.9,0.027062654752826543,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,gamma_gw,0.95,0.014361863233494754,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,log10_Ar,0.05,-0.004723912790822987,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,log10_Ar,0.5,-0.034512256904002836,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,log10_Ar,0.9,-0.00965045289313271,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,log10_Ar,0.95,0.004947669330702675,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,log10_EFAC,0.05,-0.11375567828873245,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,log10_EFAC,0.5,-0.015779259606851892,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,log10_EFAC,0.9,4.926169032959393e-05,-1.0,1.0,descriptive_secondary
B_G,A_G,285,representative,log10_EFAC,0.95,0.00019754049694931108,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,u,0.05,-0.007515050011503439,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,u,0.5,-0.042844495269510174,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,u,0.9,-0.014843966826892374,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,u,0.95,-0.007063296487964665,-1.0,1.0,inconclusive
B_G,A_G,313,representative,log10_Agw,0.05,0.02854540084512497,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,log10_Agw,0.5,0.23419313432003788,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,log10_Agw,0.9,0.25445427409957433,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,log10_Agw,0.95,0.242463351467342,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,gamma_gw,0.05,0.007955911142564047,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,gamma_gw,0.5,0.06862002198302897,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,gamma_gw,0.9,0.04648459831870955,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,gamma_gw,0.95,0.027872542500565922,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,log10_Ar,0.05,0.030017149256221863,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,log10_Ar,0.5,0.3030120889064831,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,log10_Ar,0.9,0.2606147963218459,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,log10_Ar,0.95,0.24247776381459663,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,log10_EFAC,0.05,-0.23608113046100637,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,log10_EFAC,0.5,-0.10792161728606847,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,log10_EFAC,0.9,-0.023978601460667437,-1.0,1.0,descriptive_secondary
B_G,A_G,313,representative,log10_EFAC,0.95,-0.008006121034289604,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,u,0.05,0.002501824300284436,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,u,0.5,0.03505424637891308,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,u,0.9,0.013678065932055117,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,u,0.95,0.006467318498529218,-1.0,1.0,inconclusive
B_G,A_G,327,representative,log10_Agw,0.05,-0.12096333404572701,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,log10_Agw,0.5,-0.061937075451306556,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,log10_Agw,0.9,-0.004841281965874411,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,log10_Agw,0.95,-0.000985071129643189,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,gamma_gw,0.05,0.002016252571123922,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,gamma_gw,0.5,0.15509418947538994,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,gamma_gw,0.9,0.2478429088284938,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,gamma_gw,0.95,0.2256552165412422,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,log10_Ar,0.05,-0.005029774053993782,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,log10_Ar,0.5,-0.05318024782989622,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,log10_Ar,0.9,-0.046803922101667506,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,log10_Ar,0.95,-0.028730566410033465,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,log10_EFAC,0.05,-0.009006112729034267,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,log10_EFAC,0.5,0.0932794154176563,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,log10_EFAC,0.9,0.2583287603336134,-1.0,1.0,descriptive_secondary
B_G,A_G,327,representative,log10_EFAC,0.95,0.30132123869901184,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,u,0.05,0.011128163154897786,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,u,0.5,0.11108476195247935,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,u,0.9,0.10391329258839421,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,u,0.95,0.06542569740202997,-1.0,1.0,inconclusive
B_G,A_G,333,stress,log10_Agw,0.05,0.022039188566560508,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,log10_Agw,0.5,0.06541649409341421,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,log10_Agw,0.9,0.04720003744450674,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,log10_Agw,0.95,0.030842596676439182,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,gamma_gw,0.05,-0.17508183507719996,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,gamma_gw,0.5,-0.1532658050510688,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,gamma_gw,0.9,-0.038110842057754724,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,gamma_gw,0.95,-0.01913979294577517,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,log10_Ar,0.05,-0.0057292745043954,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,log10_Ar,0.5,-0.05317780700533126,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,log10_Ar,0.9,-0.020554867306348368,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,log10_Ar,0.95,-0.009168522571141202,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,log10_EFAC,0.05,-0.10846513587057582,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,log10_EFAC,0.5,-0.01608518700554118,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,log10_EFAC,0.9,0.00018750974076675586,-1.0,1.0,descriptive_secondary
B_G,A_G,333,stress,log10_EFAC,0.95,0.000498225907249461,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,u,0.05,-0.012425000829420212,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,u,0.5,-0.05232925018625645,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,u,0.9,-0.012787723293531394,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,u,0.95,-0.005988631728637728,-1.0,1.0,inconclusive
B_G,A_G,346,representative,log10_Agw,0.05,-0.14650070700865014,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,log10_Agw,0.5,-0.13920632692017193,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,log10_Agw,0.9,-0.030030200689112108,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,log10_Agw,0.95,-0.0021201653578578616,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,gamma_gw,0.05,-0.00424874696073891,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,gamma_gw,0.5,-0.023665049684745643,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,gamma_gw,0.9,-0.013938496229776942,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,gamma_gw,0.95,-0.007320879107599709,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,log10_Ar,0.05,0.006458378974156936,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,log10_Ar,0.5,0.05941441776851958,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,log10_Ar,0.9,0.11102490832191092,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,log10_Ar,0.95,0.13330044580806777,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,log10_EFAC,0.05,-0.05494934337908225,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,log10_EFAC,0.5,0.023406018627316505,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,log10_EFAC,0.9,0.049949869817182135,-1.0,1.0,descriptive_secondary
B_G,A_G,346,representative,log10_EFAC,0.95,0.05792556619854339,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,u,0.05,0.011264325506089898,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,u,0.5,0.08033834097541642,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,u,0.9,0.03137317446165233,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,u,0.95,0.017698072420123334,-1.0,1.0,inconclusive
B_G,A_G,355,representative,log10_Agw,0.05,-0.19180895652696978,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,log10_Agw,0.5,-0.06340947427701227,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,log10_Agw,0.9,0.047124524682610414,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,log10_Agw,0.95,0.0509161589687126,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,gamma_gw,0.05,-0.19635630213118532,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,gamma_gw,0.5,-0.31068527155196096,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,gamma_gw,0.9,-0.08040729255021573,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,gamma_gw,0.95,-0.04067900555390869,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,log10_Ar,0.05,0.0011386489537027547,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,log10_Ar,0.5,0.011108349860522337,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,log10_Ar,0.9,-0.014716298459706012,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,log10_Ar,0.95,-0.00206020492604031,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,log10_EFAC,0.05,0.01717043695069024,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,log10_EFAC,0.5,0.13819522543659654,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,log10_EFAC,0.9,0.20233841164486827,-1.0,1.0,descriptive_secondary
B_G,A_G,355,representative,log10_EFAC,0.95,0.21377129805505446,-1.0,1.0,descriptive_secondary
B_G,A_G,359,stress,u,0.05,-0.020877678202153437,-0.06969183243985314,0.9503081675601469,descriptive_secondary
B_G,A_G,359,stress,u,0.5,-0.10537326723838364,-0.4994085781635145,0.5245914218364855,descriptive_secondary
B_G,A_G,359,stress,u,0.9,-0.04746713655649981,-0.8844628080285435,0.13153719197145652,descriptive_secondary
B_G,A_G,359,stress,u,0.95,-0.027854950609385476,-0.9440197696003756,0.07198023039962442,inconclusive
B_G,A_G,359,stress,log10_Agw,0.05,-0.17105946262166305,-0.8706975437221085,0.1373024562778915,descriptive_secondary
B_G,A_G,359,stress,log10_Agw,0.5,-0.09349112101335644,-0.9588128715570985,0.04418712844290151,descriptive_secondary
B_G,A_G,359,stress,log10_Agw,0.9,-0.01975035725120111,-0.9932742291357022,0.008725770864297822,descriptive_secondary
B_G,A_G,359,stress,log10_Agw,0.95,-0.01017093065231478,-0.9972544172571602,0.00474558274283976,descriptive_secondary
B_G,A_G,359,stress,gamma_gw,0.05,0.050638519979942495,-0.11557510620429623,0.8964248937957038,descriptive_secondary
B_G,A_G,359,stress,gamma_gw,0.5,0.2845087647138931,-0.3268348915500765,0.6851651084499235,descriptive_secondary
B_G,A_G,359,stress,gamma_gw,0.9,0.38365123270999946,-0.5502626191206282,0.4737373808793718,descriptive_secondary
B_G,A_G,359,stress,gamma_gw,0.95,0.35277673608765114,-0.6232309553019448,0.4087690446980552,descriptive_secondary
B_G,A_G,359,stress,log10_Ar,0.05,0.0032880418844374107,-0.058861456104695765,0.9571385438953043,descriptive_secondary
B_G,A_G,359,stress,log10_Ar,0.5,0.026575249313655847,-0.526667567437005,0.505332432562995,descriptive_secondary
B_G,A_G,359,stress,log10_Ar,0.9,0.030027172842914007,-0.9099907983418707,0.10200920165812932,descriptive_secondary
B_G,A_G,359,stress,log10_Ar,0.95,0.020023310232281766,-0.955505764978507,0.05649423502149298,descriptive_secondary
B_G,A_G,359,stress,log10_EFAC,0.05,-0.35062117497612655,-0.5083270156090738,0.4996729843909262,descriptive_secondary
B_G,A_G,359,stress,log10_EFAC,0.5,0.030270856025355397,-0.6040720287267579,0.3999279712732421,descriptive_secondary
B_G,A_G,359,stress,log10_EFAC,0.9,0.19417918978130844,-0.6853577081794593,0.3206422918205407,descriptive_secondary
B_G,A_G,359,stress,log10_EFAC,0.95,0.22272577130849947,-0.7107434603024513,0.2972565396975487,descriptive_secondary
B_G,A_G,380,representative,u,0.05,0.0074609408760254806,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,u,0.5,0.049562477512219205,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,u,0.9,0.025530146787760333,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,u,0.95,0.013905913462326502,-1.0,1.0,inconclusive
B_G,A_G,380,representative,log10_Agw,0.05,-0.1255158953671346,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,log10_Agw,0.5,-0.11006558642333464,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,log10_Agw,0.9,-0.03770860415046229,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,log10_Agw,0.95,-0.024434185553588117,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,gamma_gw,0.05,-0.02013220337030222,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,gamma_gw,0.5,-0.05676391528280483,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,gamma_gw,0.9,-0.014011661583220869,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,gamma_gw,0.95,-0.005493800986708042,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,log10_Ar,0.05,0.013038862246427328,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,log10_Ar,0.5,0.13347745654550958,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,log10_Ar,0.9,0.07417845663518297,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,log10_Ar,0.95,0.07560349207497563,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,log10_EFAC,0.05,-0.21378487404001456,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,log10_EFAC,0.5,-0.06948943175534944,-1.0,1.0,descriptive_secondary
B_G,A_G,380,representative,log10_EFAC,0.9,-0.007596711746124196,-1.0,1.0,descriptive_secondary
