new,previous,datum,stratum,parameter,point_width_difference,lower,upper
B_G,A_G,48,representative,gamma_gw,0.004771505980106006,-2.0,2.0
B_G,A_G,48,representative,log10_Ar,0.12295263503370768,-2.0,2.0
B_G,A_G,48,representative,log10_EFAC,0.03010444022579771,-2.0,2.0
B_G,A_G,102,representative,u,0.013142777126139205,-2.0,2.0
B_G,A_G,102,representative,log10_Agw,0.0782972027777793,-2.0,2.0
B_G,A_G,102,representative,gamma_gw,0.02918474287720252,-2.0,2.0
B_G,A_G,102,representative,log10_Ar,0.02365038259774921,-2.0,2.0
B_G,A_G,102,representative,log10_EFAC,0.21822462674858012,-2.0,2.0
B_G,A_G,138,stress,u,-0.005912023043672887,-1.9212108984358602,0.10678910156413968
B_G,A_G,138,stress,log10_Agw,0.0912445628764248,-1.273942319665263,0.746057680334737
B_G,A_G,138,stress,gamma_gw,0.1203192671795209,-1.781289047094893,0.28271095290510695
B_G,A_G,138,stress,log10_Ar,0.003768670422851228,-1.9372032038830072,0.08979679611699276
B_G,A_G,138,stress,log10_EFAC,0.09160044235155418,-1.184502782876022,0.8354972171239782
B_G,A_G,142,representative,u,0.0018217573636770679,-2.0,2.0
B_G,A_G,142,representative,log10_Agw,0.1798181806496919,-2.0,2.0
B_G,A_G,142,representative,gamma_gw,-0.003940249776300364,-2.0,2.0
B_G,A_G,142,representative,log10_Ar,0.20578733476292865,-2.0,2.0
B_G,A_G,142,representative,log10_EFAC,0.2319572701320879,-2.0,2.0
B_G,A_G,157,representative,u,-0.0012727386697354293,-2.0,2.0
B_G,A_G,157,representative,log10_Agw,0.07702782349274195,-2.0,2.0
B_G,A_G,157,representative,gamma_gw,-0.0008654588659803286,-2.0,2.0
B_G,A_G,157,representative,log10_Ar,0.19440596299885748,-2.0,2.0
B_G,A_G,157,representative,log10_EFAC,0.11642988220655531,-2.0,2.0
B_G,A_G,184,stress,u,0.0007744012671350164,-2.0,2.0
B_G,A_G,184,stress,log10_Agw,0.10344204807771246,-2.0,2.0
B_G,A_G,184,stress,gamma_gw,0.012994247341667431,-2.0,2.0
B_G,A_G,184,stress,log10_Ar,0.1859225928513536,-2.0,2.0
B_G,A_G,184,stress,log10_EFAC,0.07036025375159655,-2.0,2.0
B_G,A_G,189,representative,u,-0.0019213639047735986,-2.0,2.0
B_G,A_G,189,representative,log10_Agw,0.037562392140259915,-2.0,2.0
B_G,A_G,189,representative,gamma_gw,0.005361029287532015,-2.0,2.0
B_G,A_G,189,representative,log10_Ar,0.08367195197972466,-2.0,2.0
B_G,A_G,189,representative,log10_EFAC,0.08624381738391715,-2.0,2.0
B_G,A_G,191,representative,u,-0.0018976844133915538,-2.0,2.0
B_G,A_G,191,representative,log10_Agw,0.1001090021328811,-2.0,2.0
B_G,A_G,191,representative,gamma_gw,0.00305239469779528,-2.0,2.0
B_G,A_G,191,representative,log10_Ar,0.15459839028207578,-2.0,2.0
B_G,A_G,191,representative,log10_EFAC,0.09482678228721941,-2.0,2.0
B_G,A_G,197,representative,u,0.004058664471640272,-2.0,2.0
B_G,A_G,197,representative,log10_Agw,0.13005052873986916,-2.0,2.0
B_G,A_G,197,representative,gamma_gw,0.11985983229872843,-2.0,2.0
B_G,A_G,197,representative,log10_Ar,0.1626579106738854,-2.0,2.0
B_G,A_G,197,representative,log10_EFAC,0.03171932446445725,-2.0,2.0
B_G,A_G,249,representative,u,0.0020541177876359784,-2.0,2.0
B_G,A_G,249,representative,log10_Agw,0.16706143538571194,-2.0,2.0
B_G,A_G,249,representative,gamma_gw,0.060620037304898844,-2.0,2.0
B_G,A_G,249,representative,log10_Ar,0.2194316717978314,-2.0,2.0
B_G,A_G,249,representative,log10_EFAC,0.07121625705687848,-2.0,2.0
B_G,A_G,272,representative,u,-0.0027466195626494327,-2.0,2.0
B_G,A_G,272,representative,log10_Agw,0.18027374909758087,-2.0,2.0
B_G,A_G,272,representative,gamma_gw,0.005884425725954934,-2.0,2.0
B_G,A_G,272,representative,log10_Ar,0.13450030276079972,-2.0,2.0
B_G,A_G,272,representative,log10_EFAC,0.15060933575888036,-2.0,2.0
B_G,A_G,285,representative,u,0.0075493521520881846,-2.0,2.0
B_G,A_G,285,representative,log10_Agw,0.0042429122987387435,-2.0,2.0
B_G,A_G,285,representative,gamma_gw,-0.013292820928144988,-2.0,2.0
B_G,A_G,285,representative,log10_Ar,0.009671582121525635,-2.0,2.0
B_G,A_G,285,representative,log10_EFAC,0.11395321878568176,-2.0,2.0
B_G,A_G,313,representative,u,0.0004517535235387671,-2.0,2.0
B_G,A_G,313,representative,log10_Agw,0.21391795062221702,-2.0,2.0
B_G,A_G,313,representative,gamma_gw,0.019916631358001924,-2.0,2.0
B_G,A_G,313,representative,log10_Ar,0.21246061455837473,-2.0,2.0
B_G,A_G,313,representative,log10_EFAC,0.22807500942671677,-2.0,2.0
B_G,A_G,327,representative,u,0.003965494198244768,-2.0,2.0
B_G,A_G,327,representative,log10_Agw,0.11997826291608382,-2.0,2.0
B_G,A_G,327,representative,gamma_gw,0.22363896397011823,-2.0,2.0
B_G,A_G,327,representative,log10_Ar,-0.023700792356039724,-2.0,2.0
B_G,A_G,327,representative,log10_EFAC,0.31032735142804607,-2.0,2.0
B_G,A_G,333,stress,u,0.05429753424713213,-2.0,2.0
B_G,A_G,333,stress,log10_Agw,0.008803408109878674,-2.0,2.0
B_G,A_G,333,stress,gamma_gw,0.15594204213142482,-2.0,2.0
B_G,A_G,333,stress,log10_Ar,-0.0034392480667457814,-2.0,2.0
B_G,A_G,333,stress,log10_EFAC,0.10896336177782528,-2.0,2.0
B_G,A_G,346,representative,u,0.006436369100782491,-2.0,2.0
B_G,A_G,346,representative,log10_Agw,0.14438054165079228,-2.0,2.0
B_G,A_G,346,representative,gamma_gw,-0.003072132146860751,-2.0,2.0
B_G,A_G,346,representative,log10_Ar,0.12684206683391086,-2.0,2.0
B_G,A_G,346,representative,log10_EFAC,0.11287490957762564,-2.0,2.0
B_G,A_G,355,representative,u,0.0064337469140334225,-2.0,2.0
B_G,A_G,355,representative,log10_Agw,0.24272511549568243,-2.0,2.0
B_G,A_G,355,representative,gamma_gw,0.15567729657727658,-2.0,2.0
B_G,A_G,355,representative,log10_Ar,-0.0031988538797430577,-2.0,2.0
B_G,A_G,355,representative,log10_EFAC,0.19660086110436423,-2.0,2.0
B_G,A_G,359,stress,u,-0.006977272407232005,-1.8943279371605226,0.14167206283947753
B_G,A_G,359,stress,log10_Agw,0.16088853196934827,-1.1345568735350517,0.8754431264649483
B_G,A_G,359,stress,gamma_gw,0.30213821610770863,-1.5196558490976486,0.5243441509023514
B_G,A_G,359,stress,log10_Ar,0.016735268347844334,-1.9126443088738112,0.11535569112618871
B_G,A_G,359,stress,log10_EFAC,0.573346946284626,-1.2104164446933776,0.8055835553066225
B_G,A_G,380,representative,u,0.0064449725863009455,-2.0,2.0
B_G,A_G,380,representative,log10_Agw,0.10108170981354647,-2.0,2.0
B_G,A_G,380,representative,gamma_gw,0.014638402383594262,-2.0,2.0
B_G,A_G,380,representative,log10_Ar,0.06256462982854838,-2.0,2.0
B_G,A_G,380,representative,log10_EFAC,0.21734865328221803,-2.0,2.0
B_G,A_G,409,representative,u,0.0003232815967726399,-2.0,2.0
B_G,A_G,409,representative,log10_Agw,0.12272070950537883,-2.0,2.0
B_G,A_G,409,representative,gamma_gw,0.0160940075225966,-2.0,2.0
B_G,A_G,409,representative,log10_Ar,0.16915024285529168,-2.0,2.0
B_G,A_G,409,representative,log10_EFAC,0.06526903079802993,-2.0,2.0
B_G,A_G,424,stress,u,0.03766453611937215,-2.0,2.0
B_G,A_G,424,stress,log10_Agw,0.05434740888737222,-2.0,2.0
B_G,A_G,424,stress,gamma_gw,0.06339119869336474,-2.0,2.0
B_G,A_G,424,stress,log10_Ar,0.01778144407419857,-2.0,2.0
B_G,A_G,424,stress,log10_EFAC,0.6112113257995275,-2.0,2.0
B_G,A_G,446,representative,u,-0.0015467594426302744,-2.0,2.0
B_G,A_G,446,representative,log10_Agw,0.05480579526981311,-2.0,2.0
B_G,A_G,446,representative,gamma_gw,-0.0061488359972027284,-2.0,2.0
B_G,A_G,446,representative,log10_Ar,0.1111101812466434,-2.0,2.0
B_G,A_G,446,representative,log10_EFAC,0.06067247720085267,-2.0,2.0
B_G,A_G,453,stress,u,0.017087586342564687,-2.0,2.0
B_G,A_G,453,stress,log10_Agw,0.13958767440960118,-2.0,2.0
B_G,A_G,453,stress,gamma_gw,0.47406422201516996,-2.0,2.0
B_G,A_G,453,stress,log10_Ar,0.0168524673948659,-2.0,2.0
B_G,A_G,453,stress,log10_EFAC,0.2111455487986565,-2.0,2.0
B_G,A_G,458,stress,u,-0.007670710125608493,-2.0,2.0
B_G,A_G,458,stress,log10_Agw,0.09479150046659235,-2.0,2.0
B_G,A_G,458,stress,gamma_gw,0.011476236774180304,-2.0,2.0
B_G,A_G,458,stress,log10_Ar,0.049953119654340905,-2.0,2.0
B_G,A_G,458,stress,log10_EFAC,0.39788071506124967,-2.0,2.0
B_G,A_G,461,representative,u,0.0895418826508988,-2.0,2.0
B_G,A_G,461,representative,log10_Agw,0.08738901605466631,-2.0,2.0
B_G,A_G,461,representative,gamma_gw,0.2775788290213843,-2.0,2.0
B_G,A_G,461,representative,log10_Ar,0.0011211903731486172,-2.0,2.0
B_G,A_G,461,representative,log10_EFAC,0.4767089779183878,-2.0,2.0
B_G,A_G,463,representative,u,-0.0018557153646270308,-2.0,2.0
B_G,A_G,463,representative,log10_Agw,-0.08043152211855187,-2.0,2.0
B_G,A_G,463,representative,gamma_gw,-0.0006436546435247825,-2.0,2.0
B_G,A_G,463,representative,log10_Ar,0.08002357864892384,-2.0,2.0
B_G,A_G,463,representative,log10_EFAC,0.012026400709175378,-2.0,2.0
B_G,A_G,479,representative,u,0.01644976735726611,-2.0,2.0
B_G,A_G,479,representative,log10_Agw,0.12001430809416969,-2.0,2.0
B_G,A_G,479,representative,gamma_gw,0.22869906306213794,-2.0,2.0
B_G,A_G,479,representative,log10_Ar,-0.012316294284225981,-2.0,2.0
B_G,A_G,479,representative,log10_EFAC,0.24320430347492444,-2.0,2.0
B_G,A_G,489,representative,u,0.004749563336204465,-2.0,2.0
B_G,A_G,489,representative,log10_Agw,0.15454893802580894,-2.0,2.0
B_G,A_G,489,representative,gamma_gw,0.3227580433781775,-2.0,2.0
B_G,A_G,489,representative,log10_Ar,0.03631533386551444,-2.0,2.0
B_G,A_G,489,representative,log10_EFAC,0.18058017570963875,-2.0,2.0
C_beta_CN,B_CN,25,representative,u,-0.00125595334568529,-2.0,2.0
C_beta_CN,B_CN,25,representative,log10_Agw,0.010883946269008238,-2.0,2.0
C_beta_CN,B_CN,25,representative,gamma_gw,-0.0006629649172507079,-2.0,2.0
C_beta_CN,B_CN,25,representative,log10_Ar,-0.0003109164528217745,-2.0,2.0
C_beta_CN,B_CN,25,representative,log10_EFAC,0.007488199565955256,-2.0,2.0
C_beta_CN,B_CN,26,representative,u,0.0003321026571272423,-2.0,2.0
C_beta_CN,B_CN,26,representative,log10_Agw,0.01530024844272282,-2.0,2.0
C_beta_CN,B_CN,26,representative,gamma_gw,-0.0006685088049158683,-2.0,2.0
C_beta_CN,B_CN,26,representative,log10_Ar,-0.0014415941365083507,-2.0,2.0
C_beta_CN,B_CN,26,representative,log10_EFAC,-0.0006139224874021076,-2.0,2.0
C_beta_CN,B_CN,30,stress,u,-0.01684860092368412,-2.0,2.0
C_beta_CN,B_CN,30,stress,log10_Agw,0.001609174871003538,-2.0,2.0
C_beta_CN,B_CN,30,stress,gamma_gw,-0.010500035833924892,-2.0,2.0
C_beta_CN,B_CN,30,stress,log10_Ar,-0.0008256506901989091,-2.0,2.0
C_beta_CN,B_CN,30,stress,log10_EFAC,-0.00030021617424424996,-2.0,2.0
C_beta_CN,B_CN,44,representative,u,-0.00023195049310098526,-0.11346488549460887,1.9145351145053913
C_beta_CN,B_CN,44,representative,log10_Agw,0.00966735251045081,-0.30310646079831205,1.732893539201688
C_beta_CN,B_CN,44,representative,gamma_gw,-0.00098440059896987,-0.12528170952223294,1.906718290477767
C_beta_CN,B_CN,44,representative,log10_Ar,0.00011756510347626925,-0.14061589056032864,1.8873841094396715
C_beta_CN,B_CN,44,representative,log10_EFAC,0.00025089539801204097,-0.8260994997184772,1.1879005002815228
C_beta_CN,B_CN,48,representative,u,-0.0005394465956327643,-2.0,2.0
C_beta_CN,B_CN,48,representative,log10_Agw,0.011751564612682841,-2.0,2.0
C_beta_CN,B_CN,48,representative,gamma_gw,-0.0007313185003591238,-2.0,2.0
C_beta_CN,B_CN,48,representative,log10_Ar,-0.0009358312956549986,-2.0,2.0
C_beta_CN,B_CN,48,representative,log10_EFAC,-0.0006498476918711804,-2.0,2.0
C_beta_CN,B_CN,102,representative,u,-0.0013119563645620502,-2.0,2.0
C_beta_CN,B_CN,102,representative,log10_Agw,0.01144395146032029,-2.0,2.0
C_beta_CN,B_CN,102,representative,gamma_gw,-0.0014793271359482274,-2.0,2.0
C_beta_CN,B_CN,102,representative,log10_Ar,0.000140765471590254,-2.0,2.0
C_beta_CN,B_CN,102,representative,log10_EFAC,-0.0012116571701400458,-2.0,2.0
C_beta_CN,B_CN,138,stress,u,-0.000794240730729312,-0.11930910993075983,1.91269089006924
C_beta_CN,B_CN,138,stress,log10_Agw,0.00014703362606993675,-0.7420514555512621,1.277948544448738
C_beta_CN,B_CN,138,stress,gamma_gw,-0.015470572504082125,-0.26635218976558406,1.769647810234416
C_beta_CN,B_CN,138,stress,log10_Ar,0.00043080525769745304,-0.10538262666495113,1.926617373335049
C_beta_CN,B_CN,138,stress,log10_EFAC,-0.008063883654479964,-0.485467632327234,1.590532367672766
C_beta_CN,B_CN,142,representative,u,0.0003734027080740665,-0.11567422647808678,1.9203257735219132
C_beta_CN,B_CN,142,representative,log10_Agw,0.009334016038960113,-0.3845231876136991,1.655476812386301
C_beta_CN,B_CN,142,representative,gamma_gw,-0.0003953851133400299,-0.12281644653551316,1.9051835534644868
C_beta_CN,B_CN,142,representative,log10_Ar,-0.0001033426882639521,-0.15296197352123164,1.8750380264787685
C_beta_CN,B_CN,142,representative,log10_EFAC,6.911271574705502e-06,-0.7290671725548137,1.3029328274451863
C_beta_CN,B_CN,157,representative,u,-0.0001406366773246681,-2.0,2.0
C_beta_CN,B_CN,157,representative,log10_Agw,0.013773435512566712,-2.0,2.0
C_beta_CN,B_CN,157,representative,gamma_gw,-0.0011168580836151687,-2.0,2.0
C_beta_CN,B_CN,157,representative,log10_Ar,0.0019584589423305987,-2.0,2.0
C_beta_CN,B_CN,157,representative,log10_EFAC,0.00015178160273815466,-2.0,2.0
C_beta_CN,B_CN,184,stress,u,-7.940790989935387e-05,-2.0,2.0
C_beta_CN,B_CN,184,stress,log10_Agw,0.013200114389839035,-2.0,2.0
C_beta_CN,B_CN,184,stress,gamma_gw,0.0010811838504701798,-2.0,2.0
C_beta_CN,B_CN,184,stress,log10_Ar,0.0013745252530397156,-2.0,2.0
C_beta_CN,B_CN,184,stress,log10_EFAC,0.0007627300365002365,-2.0,2.0
C_beta_CN,B_CN,189,representative,u,0.001149833213908713,-2.0,2.0
C_beta_CN,B_CN,189,representative,log10_Agw,0.01227590013021973,-2.0,2.0
C_beta_CN,B_CN,189,representative,gamma_gw,0.0006863443459365071,-2.0,2.0
C_beta_CN,B_CN,189,representative,log10_Ar,-0.0016262146307740588,-2.0,2.0
C_beta_CN,B_CN,189,representative,log10_EFAC,0.00010323676376317037,-2.0,2.0
C_beta_CN,B_CN,191,representative,u,0.0003462697647533819,-2.0,2.0
C_beta_CN,B_CN,191,representative,log10_Agw,0.014235314989147985,-2.0,2.0
C_beta_CN,B_CN,191,representative,gamma_gw,-0.00026976734436012784,-2.0,2.0
C_beta_CN,B_CN,191,representative,log10_Ar,-0.0009082762552226065,-2.0,2.0
C_beta_CN,B_CN,191,representative,log10_EFAC,-0.000326872686303159,-2.0,2.0
C_beta_CN,B_CN,197,representative,u,-0.0009084893871246225,-0.1127710339532394,1.9152289660467607
C_beta_CN,B_CN,197,representative,log10_Agw,0.012237844854757263,-0.5470821956863533,1.4749178043136468
C_beta_CN,B_CN,197,representative,gamma_gw,-4.7296359070303495e-06,-0.14129266233437532,1.8907073376656247
C_beta_CN,B_CN,197,representative,log10_Ar,-0.0004688774193682965,-0.36603507125473045,1.6579649287452696
C_beta_CN,B_CN,197,representative,log10_EFAC,0.00019854305852137766,-0.9249121796548003,1.0880878203451996
C_beta_CN,B_CN,249,representative,u,-0.0009165372103596692,-2.0,2.0
C_beta_CN,B_CN,249,representative,log10_Agw,0.012406722493707445,-2.0,2.0
C_beta_CN,B_CN,249,representative,gamma_gw,0.0010445915971381003,-2.0,2.0
C_beta_CN,B_CN,249,representative,log10_Ar,-0.0015828064833357525,-2.0,2.0
C_beta_CN,B_CN,249,representative,log10_EFAC,-4.0937322221767936e-05,-2.0,2.0
C_beta_CN,B_CN,272,representative,u,-0.00012539927284305197,-2.0,2.0
C_beta_CN,B_CN,272,representative,log10_Agw,0.009779914591187988,-2.0,2.0
C_beta_CN,B_CN,272,representative,gamma_gw,-0.002108841064064393,-2.0,2.0
C_beta_CN,B_CN,272,representative,log10_Ar,-0.0005196227072504778,-2.0,2.0
C_beta_CN,B_CN,272,representative,log10_EFAC,-0.0013736277171635392,-2.0,2.0
C_beta_CN,B_CN,285,representative,u,0.0006199549815419925,-2.0,2.0
C_beta_CN,B_CN,285,representative,log10_Agw,0.010381575072111682,-2.0,2.0
C_beta_CN,B_CN,285,representative,gamma_gw,-0.000297450948257616,-2.0,2.0
C_beta_CN,B_CN,285,representative,log10_Ar,0.001646054933243546,-2.0,2.0
C_beta_CN,B_CN,285,representative,log10_EFAC,-6.983546177541378e-05,-2.0,2.0
C_beta_CN,B_CN,313,representative,u,-0.0013809159985591624,-2.0,2.0
C_beta_CN,B_CN,313,representative,log10_Agw,0.017792548836647826,-2.0,2.0
C_beta_CN,B_CN,313,representative,gamma_gw,-0.0010633838134114226,-2.0,2.0
C_beta_CN,B_CN,313,representative,log10_Ar,0.0029807664441016124,-2.0,2.0
C_beta_CN,B_CN,313,representative,log10_EFAC,0.0041044280587739235,-2.0,2.0
C_beta_CN,B_CN,327,representative,u,-0.009917873520152387,-2.0,2.0
C_beta_CN,B_CN,327,representative,log10_Agw,-0.0038953012060453096,-2.0,2.0
C_beta_CN,B_CN,327,representative,gamma_gw,-0.026547605530216956,-2.0,2.0
C_beta_CN,B_CN,327,representative,log10_Ar,-0.0003242330595382148,-2.0,2.0
C_beta_CN,B_CN,327,representative,log10_EFAC,-0.00880427237638004,-2.0,2.0
C_beta_CN,B_CN,333,stress,u,-0.0033783731119294558,-2.0,2.0
C_beta_CN,B_CN,333,stress,log10_Agw,-0.0004104475096701199,-2.0,2.0
C_beta_CN,B_CN,333,stress,gamma_gw,-0.020651085272784475,-2.0,2.0
C_beta_CN,B_CN,333,stress,log10_Ar,0.001975949338825722,-2.0,2.0
C_beta_CN,B_CN,333,stress,log10_EFAC,-0.00433070307276584,-2.0,2.0
C_beta_CN,B_CN,346,representative,u,-0.0005434447802321607,-2.0,2.0
C_beta_CN,B_CN,346,representative,log10_Agw,0.011425842007536269,-2.0,2.0
C_beta_CN,B_CN,346,representative,gamma_gw,-0.0017664707032818416,-2.0,2.0
C_beta_CN,B_CN,346,representative,log10_Ar,-0.000574723062814475,-2.0,2.0
C_beta_CN,B_CN,346,representative,log10_EFAC,2.48548250297298e-05,-2.0,2.0
C_beta_CN,B_CN,355,representative,u,-0.00033483806667311544,-2.0,2.0
C_beta_CN,B_CN,355,representative,log10_Agw,0.021330346828835056,-2.0,2.0
C_beta_CN,B_CN,355,representative,gamma_gw,-0.0019224002850593003,-2.0,2.0
C_beta_CN,B_CN,355,representative,log10_Ar,0.0011359048438470687,-2.0,2.0
C_beta_CN,B_CN,355,representative,log10_EFAC,0.0029435399786996996,-2.0,2.0
C_beta_CN,B_CN,359,stress,u,-0.0018567304973461374,-2.0,2.0
C_beta_CN,B_CN,359,stress,log10_Agw,-0.0015953820921981166,-2.0,2.0
C_beta_CN,B_CN,359,stress,gamma_gw,-0.0044050771371021424,-2.0,2.0
C_beta_CN,B_CN,359,stress,log10_Ar,-0.00039440262750956023,-2.0,2.0
C_beta_CN,B_CN,359,stress,log10_EFAC,-0.0029627110134546886,-2.0,2.0
C_beta_CN,B_CN,380,representative,u,2.8282012375036025e-05,-2.0,2.0
C_beta_CN,B_CN,380,representative,log10_Agw,0.015267715122113446,-2.0,2.0
C_beta_CN,B_CN,380,representative,gamma_gw,-0.0017639007174953258,-2.0,2.0
C_beta_CN,B_CN,380,representative,log10_Ar,-0.002007279091676195,-2.0,2.0
C_beta_CN,B_CN,380,representative,log10_EFAC,0.004119699570023505,-2.0,2.0
C_beta_CN,B_CN,409,representative,u,-0.0009242494519919875,-2.0,2.0
C_beta_CN,B_CN,409,representative,log10_Agw,0.01230740035593636,-2.0,2.0
C_beta_CN,B_CN,409,representative,gamma_gw,-0.0001642851044457716,-2.0,2.0
C_beta_CN,B_CN,409,representative,log10_Ar,-0.002138448792181169,-2.0,2.0
C_beta_CN,B_CN,409,representative,log10_EFAC,-8.298114162330616e-05,-2.0,2.0
C_beta_CN,B_CN,424,stress,u,-0.004855602747887655,-2.0,2.0
C_beta_CN,B_CN,424,stress,log10_Agw,0.0020495060638023865,-2.0,2.0
C_beta_CN,B_CN,424,stress,gamma_gw,-0.008617665885389925,-2.0,2.0
C_beta_CN,B_CN,424,stress,log10_Ar,0.0011194898515436424,-2.0,2.0
C_beta_CN,B_CN,424,stress,log10_EFAC,-0.005294012926819858,-2.0,2.0
C_beta_CN,B_CN,446,representative,u,-1.9155026092065874e-05,-2.0,2.0
C_beta_CN,B_CN,446,representative,log10_Agw,0.012555392591175218,-2.0,2.0
C_beta_CN,B_CN,446,representative,gamma_gw,0.001406697717175387,-2.0,2.0
C_beta_CN,B_CN,446,representative,log10_Ar,-0.0002660746820999371,-2.0,2.0
C_beta_CN,B_CN,446,representative,log10_EFAC,-0.0004069430494431092,-2.0,2.0
C_beta_CN,B_CN,453,stress,u,-0.01932588635527588,-1.87836109873829,0.16363890126171
C_beta_CN,B_CN,453,stress,log10_Agw,0.015685069782287453,-1.3386777373339585,0.6853222626660415
C_beta_CN,B_CN,453,stress,gamma_gw,-0.0019707148258736318,-1.9163121920807584,0.1316878079192415
C_beta_CN,B_CN,453,stress,log10_Ar,-0.004007880042167011,-1.8167466028218429,0.2232533971781573
C_beta_CN,B_CN,453,stress,log10_EFAC,-0.004386344858259561,-1.2627577523522213,0.7557422476477786
C_beta_CN,B_CN,458,stress,u,0.0010595913436621807,-2.0,2.0
C_beta_CN,B_CN,458,stress,log10_Agw,0.01008042252243957,-2.0,2.0
C_beta_CN,B_CN,458,stress,gamma_gw,-0.00042290912296272243,-2.0,2.0
C_beta_CN,B_CN,458,stress,log10_Ar,-0.0002838105911565636,-2.0,2.0
C_beta_CN,B_CN,458,stress,log10_EFAC,-0.0012712608000949865,-2.0,2.0
C_beta_CN,B_CN,461,representative,u,-0.0039670598117966804,-2.0,2.0
C_beta_CN,B_CN,461,representative,log10_Agw,-0.0008793741225673335,-2.0,2.0
C_beta_CN,B_CN,461,representative,gamma_gw,-0.014086980067588128,-2.0,2.0
C_beta_CN,B_CN,461,representative,log10_Ar,0.0028342303737292074,-2.0,2.0
C_beta_CN,B_CN,461,representative,log10_EFAC,-0.001808706290350126,-2.0,2.0
C_beta_CN,B_CN,463,representative,u,-0.0009032189884135011,-2.0,2.0
C_beta_CN,B_CN,463,representative,log10_Agw,0.011621958647728414,-2.0,2.0
C_beta_CN,B_CN,463,representative,gamma_gw,-0.0013647427705618664,-2.0,2.0
C_beta_CN,B_CN,463,representative,log10_Ar,-0.0003081451367757948,-2.0,2.0
C_beta_CN,B_CN,463,representative,log10_EFAC,-0.001976488151522182,-2.0,2.0
C_beta_CN,B_CN,479,representative,u,0.0002569010552428974,-2.0,2.0
C_beta_CN,B_CN,479,representative,log10_Agw,0.0024305432354514434,-2.0,2.0
C_beta_CN,B_CN,479,representative,gamma_gw,-0.010122748289638661,-2.0,2.0
C_beta_CN,B_CN,479,representative,log10_Ar,0.004832546298316198,-2.0,2.0
C_beta_CN,B_CN,479,representative,log10_EFAC,0.002822686222837767,-2.0,2.0
C_beta_CN,B_CN,489,representative,u,-0.012320565974961784,-2.0,2.0
C_beta_CN,B_CN,489,representative,log10_Agw,0.0023177337954357613,-2.0,2.0
C_beta_CN,B_CN,489,representative,gamma_gw,-0.018810862978472564,-2.0,2.0
C_beta_CN,B_CN,489,representative,log10_Ar,-0.0035648565663165543,-2.0,2.0
C_beta_CN,B_CN,489,representative,log10_EFAC,0.0005835306840697996,-2.0,2.0
C_beta_G,B_G,25,representative,u,-0.0001825961616608307,-2.0,2.0
C_beta_G,B_G,25,representative,log10_Agw,0.013603807336494023,-2.0,2.0
C_beta_G,B_G,25,representative,gamma_gw,0.00082435409247128,-2.0,2.0
C_beta_G,B_G,25,representative,log10_Ar,-0.0012794512887599474,-2.0,2.0
C_beta_G,B_G,25,representative,log10_EFAC,-0.00010469655445999315,-2.0,2.0
C_beta_G,B_G,26,representative,u,0.0016630396070711484,-2.0,2.0
C_beta_G,B_G,26,representative,log10_Agw,0.013043082311429921,-2.0,2.0
C_beta_G,B_G,26,representative,gamma_gw,-0.0018572442085399432,-2.0,2.0
C_beta_G,B_G,26,representative,log10_Ar,0.0012391141553498297,-2.0,2.0
C_beta_G,B_G,26,representative,log10_EFAC,-0.00011200655807069859,-2.0,2.0
C_beta_G,B_G,30,stress,u,-0.015658366276780855,-2.0,2.0
C_beta_G,B_G,30,stress,log10_Agw,0.003257070592797784,-2.0,2.0
C_beta_G,B_G,30,stress,gamma_gw,-0.0015720726541903485,-2.0,2.0
C_beta_G,B_G,30,stress,log10_Ar,0.0009669925741345731,-2.0,2.0
C_beta_G,B_G,30,stress,log10_EFAC,0.005866375999421414,-2.0,2.0
C_beta_G,B_G,44,representative,u,-0.0016191527614251022,-2.0,2.0
C_beta_G,B_G,44,representative,log10_Agw,0.008969690372980565,-2.0,2.0
C_beta_G,B_G,44,representative,gamma_gw,-0.0004810587112400455,-2.0,2.0
C_beta_G,B_G,44,representative,log10_Ar,0.000684499322899379,-2.0,2.0
C_beta_G,B_G,44,representative,log10_EFAC,-0.0005039305017624507,-2.0,2.0
C_beta_G,B_G,48,representative,u,0.0012880769854778373,-2.0,2.0
C_beta_G,B_G,48,representative,log10_Agw,0.013550466816645623,-2.0,2.0
C_beta_G,B_G,48,representative,gamma_gw,-0.00019398210531229587,-2.0,2.0
C_beta_G,B_G,48,representative,log10_Ar,0.0010884367287620211,-2.0,2.0
C_beta_G,B_G,48,representative,log10_EFAC,0.0003275764940217918,-2.0,2.0
C_beta_G,B_G,102,representative,u,-0.000692626913607608,-2.0,2.0
C_beta_G,B_G,102,representative,log10_Agw,0.00805401856385779,-2.0,2.0
C_beta_G,B_G,102,representative,gamma_gw,-0.0015300668930252614,-2.0,2.0
C_beta_G,B_G,102,representative,log10_Ar,-2.78739951842244e-06,-2.0,2.0
C_beta_G,B_G,102,representative,log10_EFAC,0.0010925945813121674,-2.0,2.0
C_beta_G,B_G,138,stress,u,-0.0008297185551950914,-0.11420399799085434,1.9137960020091458
C_beta_G,B_G,138,stress,log10_Agw,0.0011461529270349047,-0.657661560362458,1.372338439637542
C_beta_G,B_G,138,stress,gamma_gw,-0.010001279734592194,-0.1623735466111046,1.8736264533888956
C_beta_G,B_G,138,stress,log10_Ar,-0.0022234615919876077,-0.09263151325924002,1.9353684867407601
C_beta_G,B_G,138,stress,log10_EFAC,-0.0015603488527307086,-0.7546174194583692,1.2803825805416307
