new,previous,datum,stratum,parameter,point_width_difference,lower,upper
C_beta_G,B_G,142,representative,u,0.00030928304385147154,-2.0,2.0
C_beta_G,B_G,142,representative,log10_Agw,0.016063970134995387,-2.0,2.0
C_beta_G,B_G,142,representative,gamma_gw,-0.0012628293066722085,-2.0,2.0
C_beta_G,B_G,142,representative,log10_Ar,-0.0010692167091569393,-2.0,2.0
C_beta_G,B_G,142,representative,log10_EFAC,0.006741819556974615,-2.0,2.0
C_beta_G,B_G,157,representative,u,-0.0010326489815268847,-2.0,2.0
C_beta_G,B_G,157,representative,log10_Agw,0.020403488097635925,-2.0,2.0
C_beta_G,B_G,157,representative,gamma_gw,-0.00013840410084686727,-2.0,2.0
C_beta_G,B_G,157,representative,log10_Ar,-0.001762131321744409,-2.0,2.0
C_beta_G,B_G,157,representative,log10_EFAC,0.0028165072438088856,-2.0,2.0
C_beta_G,B_G,184,stress,u,0.0007447985706073856,-2.0,2.0
C_beta_G,B_G,184,stress,log10_Agw,0.011571999742851613,-2.0,2.0
C_beta_G,B_G,184,stress,gamma_gw,-0.0009477731008727952,-2.0,2.0
C_beta_G,B_G,184,stress,log10_Ar,0.0005354109555955056,-2.0,2.0
C_beta_G,B_G,184,stress,log10_EFAC,-0.0004383093637624902,-2.0,2.0
C_beta_G,B_G,189,representative,u,-0.0016722845353793758,-2.0,2.0
C_beta_G,B_G,189,representative,log10_Agw,0.018775165529833493,-2.0,2.0
C_beta_G,B_G,189,representative,gamma_gw,-0.0011523558689048308,-2.0,2.0
C_beta_G,B_G,189,representative,log10_Ar,-0.0005033625969068645,-2.0,2.0
C_beta_G,B_G,189,representative,log10_EFAC,-0.0008977759446023303,-2.0,2.0
C_beta_G,B_G,191,representative,u,0.000451013729049321,-0.11279587312969541,1.9112041268703046
C_beta_G,B_G,191,representative,log10_Agw,0.00829227201812155,-0.2809852140400182,1.7590147859599818
C_beta_G,B_G,191,representative,gamma_gw,-0.002495025394542494,-0.1211369040156931,1.910863095984307
C_beta_G,B_G,191,representative,log10_Ar,0.001924647407979485,-0.10851397044209055,1.9114860295579095
C_beta_G,B_G,191,representative,log10_EFAC,-6.121197010500179e-05,-0.7870762459718994,1.2329237540281006
C_beta_G,B_G,197,representative,u,0.0004831831461383773,-2.0,2.0
C_beta_G,B_G,197,representative,log10_Agw,0.012818753554566464,-2.0,2.0
C_beta_G,B_G,197,representative,gamma_gw,-0.0005750530554878841,-2.0,2.0
C_beta_G,B_G,197,representative,log10_Ar,-0.00016279617461467666,-2.0,2.0
C_beta_G,B_G,197,representative,log10_EFAC,-0.00022332076904073295,-2.0,2.0
C_beta_G,B_G,249,representative,u,0.00060359330899451,-2.0,2.0
C_beta_G,B_G,249,representative,log10_Agw,0.013737705592968386,-2.0,2.0
C_beta_G,B_G,249,representative,gamma_gw,0.0016423715722013732,-2.0,2.0
C_beta_G,B_G,249,representative,log10_Ar,-0.0006102915234768025,-2.0,2.0
C_beta_G,B_G,249,representative,log10_EFAC,-1.9821377009898722e-05,-2.0,2.0
C_beta_G,B_G,272,representative,u,0.0007557998856698722,-2.0,2.0
C_beta_G,B_G,272,representative,log10_Agw,0.011960358791525016,-2.0,2.0
C_beta_G,B_G,272,representative,gamma_gw,-0.00017580032275965607,-2.0,2.0
C_beta_G,B_G,272,representative,log10_Ar,0.0001970860532182206,-2.0,2.0
C_beta_G,B_G,272,representative,log10_EFAC,-0.00174656557019226,-2.0,2.0
C_beta_G,B_G,285,representative,u,-0.0013519452760898387,-2.0,2.0
C_beta_G,B_G,285,representative,log10_Agw,0.00578738603018758,-2.0,2.0
C_beta_G,B_G,285,representative,gamma_gw,-0.00519688822685227,-2.0,2.0
C_beta_G,B_G,285,representative,log10_Ar,-0.00019566165429663052,-2.0,2.0
C_beta_G,B_G,285,representative,log10_EFAC,-0.001306315315814932,-2.0,2.0
C_beta_G,B_G,313,representative,u,-5.574496357962921e-06,-2.0,2.0
C_beta_G,B_G,313,representative,log10_Agw,0.00783926985952832,-2.0,2.0
C_beta_G,B_G,313,representative,gamma_gw,-0.001676594272862597,-2.0,2.0
C_beta_G,B_G,313,representative,log10_Ar,-0.0021761457538815865,-2.0,2.0
C_beta_G,B_G,313,representative,log10_EFAC,0.00010345602418609934,-2.0,2.0
C_beta_G,B_G,327,representative,u,-0.0016202697078170347,-2.0,2.0
C_beta_G,B_G,327,representative,log10_Agw,-0.001572907811825286,-2.0,2.0
C_beta_G,B_G,327,representative,gamma_gw,-0.015473734053038979,-2.0,2.0
C_beta_G,B_G,327,representative,log10_Ar,0.0002178350290967801,-2.0,2.0
C_beta_G,B_G,327,representative,log10_EFAC,0.0027491165121403816,-2.0,2.0
C_beta_G,B_G,333,stress,u,-0.010975953859630239,-2.0,2.0
C_beta_G,B_G,333,stress,log10_Agw,0.00188690899227828,-2.0,2.0
C_beta_G,B_G,333,stress,gamma_gw,-0.013412635507498383,-2.0,2.0
C_beta_G,B_G,333,stress,log10_Ar,-0.00029097394444643765,-2.0,2.0
C_beta_G,B_G,333,stress,log10_EFAC,-0.00201129145871215,-2.0,2.0
C_beta_G,B_G,346,representative,u,0.0002583932549217183,-2.0,2.0
C_beta_G,B_G,346,representative,log10_Agw,0.014145885231834354,-2.0,2.0
C_beta_G,B_G,346,representative,gamma_gw,0.0008195239705255375,-2.0,2.0
C_beta_G,B_G,346,representative,log10_Ar,-0.003811915532609733,-2.0,2.0
C_beta_G,B_G,346,representative,log10_EFAC,-0.0008113137835027429,-2.0,2.0
C_beta_G,B_G,355,representative,u,0.0006230589958206023,-2.0,2.0
C_beta_G,B_G,355,representative,log10_Agw,0.010785817896678873,-2.0,2.0
C_beta_G,B_G,355,representative,gamma_gw,-0.0005193183131425583,-2.0,2.0
C_beta_G,B_G,355,representative,log10_Ar,0.002175109745325754,-2.0,2.0
C_beta_G,B_G,355,representative,log10_EFAC,0.0008130970954835504,-2.0,2.0
C_beta_G,B_G,359,stress,u,-0.013365181908780555,-2.0,2.0
C_beta_G,B_G,359,stress,log10_Agw,0.001532261731617579,-2.0,2.0
C_beta_G,B_G,359,stress,gamma_gw,-0.011811666446365887,-2.0,2.0
C_beta_G,B_G,359,stress,log10_Ar,-0.00031034675737595663,-2.0,2.0
C_beta_G,B_G,359,stress,log10_EFAC,-0.0030201347973749515,-2.0,2.0
C_beta_G,B_G,380,representative,u,0.0011130627693048956,-2.0,2.0
C_beta_G,B_G,380,representative,log10_Agw,0.011855065373907236,-2.0,2.0
C_beta_G,B_G,380,representative,gamma_gw,-0.001063448853655502,-2.0,2.0
C_beta_G,B_G,380,representative,log10_Ar,-0.00045125051545891193,-2.0,2.0
C_beta_G,B_G,380,representative,log10_EFAC,6.28318444184095e-05,-2.0,2.0
C_beta_G,B_G,409,representative,u,0.00012511363385836471,-2.0,2.0
C_beta_G,B_G,409,representative,log10_Agw,0.013089237022552491,-2.0,2.0
C_beta_G,B_G,409,representative,gamma_gw,0.0004886020020462567,-2.0,2.0
C_beta_G,B_G,409,representative,log10_Ar,0.0011626420281786176,-2.0,2.0
C_beta_G,B_G,409,representative,log10_EFAC,0.0005713342896511708,-2.0,2.0
C_beta_G,B_G,424,stress,u,-0.010299949052760993,-2.0,2.0
C_beta_G,B_G,424,stress,log10_Agw,-0.019116653530653394,-2.0,2.0
C_beta_G,B_G,424,stress,gamma_gw,-0.03232262423415333,-2.0,2.0
C_beta_G,B_G,424,stress,log10_Ar,0.0006617279723977187,-2.0,2.0
C_beta_G,B_G,424,stress,log10_EFAC,-0.01569408245461945,-2.0,2.0
C_beta_G,B_G,446,representative,u,2.5822462950242375e-05,-2.0,2.0
C_beta_G,B_G,446,representative,log10_Agw,0.00926741748193749,-2.0,2.0
C_beta_G,B_G,446,representative,gamma_gw,0.002232425865280274,-2.0,2.0
C_beta_G,B_G,446,representative,log10_Ar,-0.0004102286058809135,-2.0,2.0
C_beta_G,B_G,446,representative,log10_EFAC,-0.0005366015278710501,-2.0,2.0
C_beta_G,B_G,453,stress,u,0.002561304256132102,-2.0,2.0
C_beta_G,B_G,453,stress,log10_Agw,0.00992671358511421,-2.0,2.0
C_beta_G,B_G,453,stress,gamma_gw,-0.005976984199332569,-2.0,2.0
C_beta_G,B_G,453,stress,log10_Ar,0.0028257841039446285,-2.0,2.0
C_beta_G,B_G,453,stress,log10_EFAC,0.00240554350355604,-2.0,2.0
C_beta_G,B_G,458,stress,u,-0.0037322731595729186,-2.0,2.0
C_beta_G,B_G,458,stress,log10_Agw,0.010200956727764665,-2.0,2.0
C_beta_G,B_G,458,stress,gamma_gw,-0.0036352128415511054,-2.0,2.0
C_beta_G,B_G,458,stress,log10_Ar,0.001737244363036794,-2.0,2.0
C_beta_G,B_G,458,stress,log10_EFAC,0.0014787420571783505,-2.0,2.0
C_beta_G,B_G,461,representative,u,-0.013808991708690987,-2.0,2.0
C_beta_G,B_G,461,representative,log10_Agw,0.0009162530833798366,-2.0,2.0
C_beta_G,B_G,461,representative,gamma_gw,-0.014510356180871598,-2.0,2.0
C_beta_G,B_G,461,representative,log10_Ar,0.0005121349872938552,-2.0,2.0
C_beta_G,B_G,461,representative,log10_EFAC,-0.003246408539391732,-2.0,2.0
C_beta_G,B_G,463,representative,u,-0.001364411903794993,-0.1144475536206041,1.9135524463793958
C_beta_G,B_G,463,representative,log10_Agw,0.011095687419370726,-0.29613743433872197,1.737862565661278
C_beta_G,B_G,463,representative,gamma_gw,-7.117344514562252e-05,-0.12169188421063803,1.906308115789362
C_beta_G,B_G,463,representative,log10_Ar,0.0006589456684762407,-0.13259495554814926,1.8954050444518509
C_beta_G,B_G,463,representative,log10_EFAC,-0.00034822667624945236,-0.8690277060941927,1.1389722939058073
C_beta_G,B_G,479,representative,u,-0.002089140611571394,-2.0,2.0
C_beta_G,B_G,479,representative,log10_Agw,0.006762267153020418,-2.0,2.0
C_beta_G,B_G,479,representative,gamma_gw,-0.007008283408297955,-2.0,2.0
C_beta_G,B_G,479,representative,log10_Ar,0.0013634991022652976,-2.0,2.0
C_beta_G,B_G,479,representative,log10_EFAC,-0.004874129551956596,-2.0,2.0
C_beta_G,B_G,489,representative,u,-0.000771837696948996,-2.0,2.0
C_beta_G,B_G,489,representative,log10_Agw,0.0003359726806549945,-2.0,2.0
C_beta_G,B_G,489,representative,gamma_gw,-0.01875318635090506,-2.0,2.0
C_beta_G,B_G,489,representative,log10_Ar,0.0022077889985250287,-2.0,2.0
C_beta_G,B_G,489,representative,log10_EFAC,0.002015247419931032,-2.0,2.0
C_full_CN,C_beta_CN,25,representative,u,-0.00030977084201644356,-0.1157998959250568,1.9122001040749432
C_full_CN,C_beta_CN,25,representative,log10_Agw,6.127961914936808e-05,-0.1741144216171958,1.8698855783828041
C_full_CN,C_beta_CN,25,representative,gamma_gw,0.0014697000419507944,-0.11657042285066666,1.9194295771493333
C_full_CN,C_beta_CN,25,representative,log10_Ar,0.001693441389014283,-0.12780468523833455,1.9001953147616655
C_full_CN,C_beta_CN,25,representative,log10_EFAC,-0.009864762976893815,-0.5484929667014194,1.5555070332985805
C_full_CN,C_beta_CN,26,representative,u,-0.002239269241013586,-0.11754238555180496,1.908457614448195
C_full_CN,C_beta_CN,26,representative,log10_Agw,-0.0032552899790574408,-0.3587808420457592,1.6812191579542408
C_full_CN,C_beta_CN,26,representative,gamma_gw,0.00027075453859071175,-0.12385536795904994,1.91214463204095
C_full_CN,C_beta_CN,26,representative,log10_Ar,0.0001042465991011321,-0.20556469885562811,1.826435301144372
C_full_CN,C_beta_CN,26,representative,log10_EFAC,0.00034324586749084895,-0.7493046191418906,1.2686953808581094
C_full_CN,C_beta_CN,30,stress,u,0.0001662140746312435,-0.17477243659065622,1.8652275634093438
C_full_CN,C_beta_CN,30,stress,log10_Agw,-0.00048110403212708874,-0.7375989164462582,1.2804010835537418
C_full_CN,C_beta_CN,30,stress,gamma_gw,0.0015892752762913798,-0.2766373303743045,1.7793626696256954
C_full_CN,C_beta_CN,30,stress,log10_Ar,0.0015218634214180238,-0.09508756880786362,1.9369124311921362
C_full_CN,C_beta_CN,30,stress,log10_EFAC,0.0030103542382278192,-0.30559244394001095,1.7424075560599892
C_full_CN,C_beta_CN,44,representative,u,0.0006161248813038034,-0.028721542529627886,0.027278457470372164
C_full_CN,C_beta_CN,44,representative,log10_Agw,0.0008482197913464162,-0.03237746821407583,0.03562253178592423
C_full_CN,C_beta_CN,44,representative,gamma_gw,-0.00012590507928011974,-0.03217703791851023,0.03582296208148983
C_full_CN,C_beta_CN,44,representative,log10_Ar,0.0005449222988033187,-0.026590850007735756,0.0334091499922643
C_full_CN,C_beta_CN,44,representative,log10_EFAC,-7.536070036961995e-05,-0.01273746874402204,0.015262531255977985
C_full_CN,C_beta_CN,48,representative,u,8.594982344167779e-05,-0.11402470669313125,1.9119752933068688
C_full_CN,C_beta_CN,48,representative,log10_Agw,-0.0017995385543325693,-0.5108848574943047,1.5191151425056955
C_full_CN,C_beta_CN,48,representative,gamma_gw,0.0011479356829955378,-0.13487110677140257,1.8931288932285975
C_full_CN,C_beta_CN,48,representative,log10_Ar,0.0006093393103024924,-0.3265437287929529,1.7014562712070471
C_full_CN,C_beta_CN,48,representative,log10_EFAC,9.964049638513939e-05,-0.8625258859340652,1.1474741140659348
C_full_CN,C_beta_CN,102,representative,u,0.0016781114827720822,-0.11392793114656463,1.9140720688534354
C_full_CN,C_beta_CN,102,representative,log10_Agw,0.001853707716560904,-0.26746084524932356,1.7725391547506764
C_full_CN,C_beta_CN,102,representative,gamma_gw,0.001734196859918491,-0.11695518313887732,1.9110448168611227
C_full_CN,C_beta_CN,102,representative,log10_Ar,0.00035773508591741,-0.11754281107833808,1.910457188921662
C_full_CN,C_beta_CN,102,representative,log10_EFAC,0.0002472097306208676,-0.7744737682287445,1.2435262317712557
C_full_CN,C_beta_CN,138,stress,u,-0.002029368841261925,-0.031519525846161356,0.028480474153838697
C_full_CN,C_beta_CN,138,stress,log10_Agw,0.0011271984102018129,-0.016485466219408496,0.019514533780591536
C_full_CN,C_beta_CN,138,stress,gamma_gw,-0.000225030425469952,-0.03850271931379534,0.04149728068620473
C_full_CN,C_beta_CN,138,stress,log10_Ar,-2.8363920936969045e-05,-0.029880818144491172,0.026119181855508877
C_full_CN,C_beta_CN,138,stress,log10_EFAC,0.0016985466411347794,-0.10788298323501849,0.10411701676498164
C_full_CN,C_beta_CN,142,representative,u,-0.00045760635197233945,-0.03322662459779013,0.030773375402209924
C_full_CN,C_beta_CN,142,representative,log10_Agw,0.0008605248841654367,-0.029283139684775805,0.04271686031522426
C_full_CN,C_beta_CN,142,representative,gamma_gw,0.0001373045986415855,-0.02542822446214632,0.030571775537853618
C_full_CN,C_beta_CN,142,representative,log10_Ar,-2.379577492672702e-05,-0.028205895815828108,0.023794104184171827
C_full_CN,C_beta_CN,142,representative,log10_EFAC,0.00037268691955383293,-0.027477198870196895,0.03652280112980316
C_full_CN,C_beta_CN,157,representative,u,0.0008228597223494116,-0.11392830232263262,1.9140716976773673
C_full_CN,C_beta_CN,157,representative,log10_Agw,-0.004642360487825736,-0.4033152440829443,1.6726847559170557
C_full_CN,C_beta_CN,157,representative,gamma_gw,0.0025885109238008575,-0.11607297435290076,1.9259270256470993
C_full_CN,C_beta_CN,157,representative,log10_Ar,-0.0023320540911118126,-0.15331588560014542,1.8746841143998547
C_full_CN,C_beta_CN,157,representative,log10_EFAC,-0.0007222366548998993,-0.704035262496977,1.327964737503023
C_full_CN,C_beta_CN,184,stress,u,0.0008988588060633296,-0.11627065116546109,1.9117293488345388
C_full_CN,C_beta_CN,184,stress,log10_Agw,0.0010830467508425867,-0.4210193277775228,1.608980672222477
C_full_CN,C_beta_CN,184,stress,gamma_gw,-0.0016269387078079456,-0.13333598083387888,1.9026640191661213
C_full_CN,C_beta_CN,184,stress,log10_Ar,0.0005583706419491907,-0.18815191800821174,1.8558480819917884
C_full_CN,C_beta_CN,184,stress,log10_EFAC,0.00025691902242780396,-0.8068160749624713,1.2151839250375287
C_full_CN,C_beta_CN,189,representative,u,-0.0003152471595662121,-0.11229754754401544,1.9117024524559847
C_full_CN,C_beta_CN,189,representative,log10_Agw,0.001228259928873765,-0.4000309589733688,1.6359690410266312
C_full_CN,C_beta_CN,189,representative,gamma_gw,0.00024388718531898057,-0.12433651348867392,1.9076634865113262
C_full_CN,C_beta_CN,189,representative,log10_Ar,3.102990879799705e-05,-0.22750434852890078,1.7964956514710992
C_full_CN,C_beta_CN,189,representative,log10_EFAC,-0.00010056972709351908,-0.7956620403350022,1.224337959664998
C_full_CN,C_beta_CN,191,representative,u,-0.0014893266661236693,-0.11568292203751473,1.9123170779624852
C_full_CN,C_beta_CN,191,representative,log10_Agw,0.0018516029052335625,-0.2864834329719008,1.7495165670280992
C_full_CN,C_beta_CN,191,representative,gamma_gw,-0.0016452595319059737,-0.12207134815888654,1.9099286518411134
C_full_CN,C_beta_CN,191,representative,log10_Ar,0.0028542423847615073,-0.1511482756963668,1.8808517243036331
C_full_CN,C_beta_CN,191,representative,log10_EFAC,0.0003042853173774729,-0.8041749686004118,1.2158250313995882
C_full_CN,C_beta_CN,197,representative,u,0.0006102275970110149,-0.027686473607934636,0.02431352639206541
C_full_CN,C_beta_CN,197,representative,log10_Agw,0.00047315462269870157,-0.020892576318075506,0.023107423681924533
C_full_CN,C_beta_CN,197,representative,gamma_gw,-0.0009111897854746642,-0.027334042053832497,0.040665957946167564
C_full_CN,C_beta_CN,197,representative,log10_Ar,-0.0007333122203274645,-0.02564978205911861,0.026350217940881437
C_full_CN,C_beta_CN,197,representative,log10_EFAC,-1.6717237791036288e-05,-0.009611431178908572,0.012388568821091434
C_full_CN,C_beta_CN,249,representative,u,0.0016284271188622412,-0.10889843444785952,1.9151015655521406
C_full_CN,C_beta_CN,249,representative,log10_Agw,-7.37451418253432e-06,-0.43846554964966067,1.5935344503503392
C_full_CN,C_beta_CN,249,representative,gamma_gw,-0.0016007964441638878,-0.12873192232377628,1.9072680776762239
C_full_CN,C_beta_CN,249,representative,log10_Ar,0.0011148462806038761,-0.2587186664466601,1.76928133355334
C_full_CN,C_beta_CN,249,representative,log10_EFAC,-0.0014031821712489345,-0.8264703746291956,1.1905296253708044
C_full_CN,C_beta_CN,272,representative,u,-0.00039962351322608836,-0.11690507742809486,1.9150949225719052
C_full_CN,C_beta_CN,272,representative,log10_Agw,-0.0010877870809317125,-0.29558897022923014,1.7444110297707698
C_full_CN,C_beta_CN,272,representative,gamma_gw,0.0017432911438056697,-0.11870483051966219,1.909295169480338
C_full_CN,C_beta_CN,272,representative,log10_Ar,0.0016229779622044527,-0.14109095318590803,1.8869090468140919
C_full_CN,C_beta_CN,272,representative,log10_EFAC,0.0004846221476731971,-0.8162110428421714,1.2077889571578286
C_full_CN,C_beta_CN,285,representative,u,-0.00020529667024815623,-0.11365933229909808,1.9143406677009018
C_full_CN,C_beta_CN,285,representative,log10_Agw,-0.00019081363929818185,-0.2812864298597235,1.7607135701402765
C_full_CN,C_beta_CN,285,representative,gamma_gw,-0.0004801090103471184,-0.12003572468186796,1.911964275318132
C_full_CN,C_beta_CN,285,representative,log10_Ar,-0.001035423234568622,-0.12447861162417828,1.9035213883758217
C_full_CN,C_beta_CN,285,representative,log10_EFAC,-0.00016654006483174388,-0.8355195944137553,1.1764804055862448
C_full_CN,C_beta_CN,313,representative,u,0.000261117381280096,-0.11634662178896582,1.9116533782110343
C_full_CN,C_beta_CN,313,representative,log10_Agw,0.0014829839460386296,-0.34368623642060947,1.6883137635793903
C_full_CN,C_beta_CN,313,representative,gamma_gw,0.0011106667432505546,-0.12326197614418144,1.9047380238558187
C_full_CN,C_beta_CN,313,representative,log10_Ar,-0.005479434696749608,-0.18182618528399164,1.8581738147160083
C_full_CN,C_beta_CN,313,representative,log10_EFAC,-0.002041237305922261,-0.7599957322483502,1.2720042677516499
C_full_CN,C_beta_CN,327,representative,u,0.0009244214227667191,-0.1616476718205162,1.8983523281794836
C_full_CN,C_beta_CN,327,representative,log10_Agw,0.0013148973797700858,-0.7442639020501461,1.269736097949854
C_full_CN,C_beta_CN,327,representative,gamma_gw,0.0008708285745832045,-0.31423323570247064,1.7297667642975294
C_full_CN,C_beta_CN,327,representative,log10_Ar,-0.000771647662160202,-0.12874204611276951,1.8992579538872305
C_full_CN,C_beta_CN,327,representative,log10_EFAC,0.0008543706292356568,-0.44172757287109854,1.5982724271289015
C_full_CN,C_beta_CN,333,stress,u,0.0005425052757394022,-0.12874855612955938,1.9072514438704407
C_full_CN,C_beta_CN,333,stress,log10_Agw,0.0004009886074394231,-0.7301740320777608,1.2918259679222392
C_full_CN,C_beta_CN,333,stress,gamma_gw,-0.000846926988414598,-0.23429390199797995,1.81370609800202
C_full_CN,C_beta_CN,333,stress,log10_Ar,0.0006511321036467566,-0.09345819732763794,1.9305418026723622
C_full_CN,C_beta_CN,333,stress,log10_EFAC,0.003174256354377847,-0.6612956294622705,1.3907043705377296
C_full_CN,C_beta_CN,346,representative,u,0.0003370871152859056,-0.11605790171474994,1.91194209828525
C_full_CN,C_beta_CN,346,representative,log10_Agw,-4.6403496070435146e-05,-0.4029405571278487,1.6370594428721512
C_full_CN,C_beta_CN,346,representative,gamma_gw,0.001722394823349016,-0.1287078734220184,1.9032921265779816
C_full_CN,C_beta_CN,346,representative,log10_Ar,-0.0005544536438237824,-0.2027072062692714,1.8292927937307286
C_full_CN,C_beta_CN,346,representative,log10_EFAC,0.0002655591812792957,-0.8197525912791296,1.1962474087208703
C_full_CN,C_beta_CN,355,representative,u,-0.00048388295557000305,-0.12503254340249503,1.910967456597505
C_full_CN,C_beta_CN,355,representative,log10_Agw,-0.002328678019819397,-0.5971651625703676,1.5108348374296323
C_full_CN,C_beta_CN,355,representative,gamma_gw,-0.0003580092007779978,-0.12440268792726161,1.9115973120727383
C_full_CN,C_beta_CN,355,representative,log10_Ar,-0.0009571052922898726,-0.15507118658566965,1.8729288134143305
C_full_CN,C_beta_CN,355,representative,log10_EFAC,-0.001135877121986817,-0.7705630781392678,1.2554369218607322
C_full_CN,C_beta_CN,359,stress,u,-0.00034722744862558663,-0.11868132328030945,1.9053186767196906
C_full_CN,C_beta_CN,359,stress,log10_Agw,0.005375083986228102,-0.29543191180809936,1.7765680881919006
C_full_CN,C_beta_CN,359,stress,gamma_gw,0.0007169891960681074,-0.1402638668620183,1.8997361331379818
C_full_CN,C_beta_CN,359,stress,log10_Ar,0.0008267424661646539,-0.10168924385735201,1.922310756142648
C_full_CN,C_beta_CN,359,stress,log10_EFAC,-0.0005137446179659388,-0.6563523356235331,1.375647664376467
C_full_CN,C_beta_CN,380,representative,u,-0.0005407220936751722,-0.11649738457117553,1.9115026154288244
C_full_CN,C_beta_CN,380,representative,log10_Agw,-0.0028866364940060008,-0.31048882270291944,1.7215111772970806
C_full_CN,C_beta_CN,380,representative,gamma_gw,0.0016509517946757812,-0.11734082956412173,1.9066591704358782
C_full_CN,C_beta_CN,380,representative,log10_Ar,0.001708300644679639,-0.12494335148887181,1.9110566485111282
C_full_CN,C_beta_CN,380,representative,log10_EFAC,0.003040112058344202,-0.704399388320358,1.367600611679642
C_full_CN,C_beta_CN,409,representative,u,0.00033123436093795977,-0.11158977494833244,1.9164102250516675
C_full_CN,C_beta_CN,409,representative,log10_Agw,-0.0017550699180158835,-0.3457389646029606,1.6882610353970393
C_full_CN,C_beta_CN,409,representative,gamma_gw,0.001087393600611164,-0.12905214007544186,1.9109478599245582
C_full_CN,C_beta_CN,409,representative,log10_Ar,0.0011067668279263199,-0.1436574277251631,1.892342572274837
C_full_CN,C_beta_CN,409,representative,log10_EFAC,-0.0006840615289260832,-0.806646397818603,1.2093536021813969
C_full_CN,C_beta_CN,424,stress,u,-5.252988459214514e-05,-0.12944996530894815,1.902550034691052
C_full_CN,C_beta_CN,424,stress,log10_Agw,0.0009603496628303176,-0.6996305740010832,1.320369425998917
C_full_CN,C_beta_CN,424,stress,gamma_gw,0.0006717886374696391,-0.18897483308775787,1.8590251669122422
C_full_CN,C_beta_CN,424,stress,log10_Ar,-0.0003964591034689713,-0.10105837966951758,1.9269416203304823
C_full_CN,C_beta_CN,424,stress,log10_EFAC,0.0018771738930764004,-0.4568901630741353,1.6231098369258645
C_full_CN,C_beta_CN,446,representative,u,0.0005393100824869768,-0.11177025307684263,1.9122297469231575
C_full_CN,C_beta_CN,446,representative,log10_Agw,-5.690543828040795e-06,-0.29463638730479824,1.745363612695202
C_full_CN,C_beta_CN,446,representative,gamma_gw,-0.0013244314369107446,-0.11978772003394333,1.9082122799660568
C_full_CN,C_beta_CN,446,representative,log10_Ar,-0.0011850071201081613,-0.12572163587847052,1.9062783641215295
C_full_CN,C_beta_CN,446,representative,log10_EFAC,-0.001998537180482929,-0.8133587740426897,1.2026412259573103
C_full_CN,C_beta_CN,453,stress,u,-0.0017022181997385921,-0.1848657118109811,1.855134288189019
C_full_CN,C_beta_CN,453,stress,log10_Agw,0.00041471718992103224,-0.6701259245360038,1.3538740754639962
C_full_CN,C_beta_CN,453,stress,gamma_gw,0.0007651933237128317,-0.12958274326382568,1.9144172567361744
C_full_CN,C_beta_CN,453,stress,log10_Ar,-0.0008494303194129804,-0.23233415615670372,1.8076658438432962
C_full_CN,C_beta_CN,453,stress,log10_EFAC,-0.00015940255475394016,-0.766092186779302,1.259907813220698
C_full_CN,C_beta_CN,458,stress,u,-0.00021529136652387315,-0.11319860708880825,1.9148013929111918
C_full_CN,C_beta_CN,458,stress,log10_Agw,-0.0010188712750096585,-0.2997608707970272,1.7322391292029728
C_full_CN,C_beta_CN,458,stress,gamma_gw,0.0005755008066512524,-0.12453233872501424,1.907467661274986
C_full_CN,C_beta_CN,458,stress,log10_Ar,6.78817606977189e-05,-0.11610949269202331,1.9078905073079766
C_full_CN,C_beta_CN,458,stress,log10_EFAC,0.0003672913555238244,-0.8010184725128222,1.2229815274871778
C_full_CN,C_beta_CN,461,representative,u,0.0017783966790911876,-0.13460345286101283,1.901396547138987
C_full_CN,C_beta_CN,461,representative,log10_Agw,-0.00047583825762476106,-0.7587832221260714,1.2532167778739285
C_full_CN,C_beta_CN,461,representative,gamma_gw,-0.0020233004717294945,-0.3585345829612179,1.6814654170387822
C_full_CN,C_beta_CN,461,representative,log10_Ar,-0.002058255961273403,-0.1224704812426387,1.9095295187573613
C_full_CN,C_beta_CN,461,representative,log10_EFAC,0.00017854359840929757,-0.3789152341496024,1.6610847658503975
C_full_CN,C_beta_CN,463,representative,u,-0.0001582834589289872,-0.1140845083821308,1.9099154916178693
C_full_CN,C_beta_CN,463,representative,log10_Agw,-0.0016872524626102559,-0.25581963413041475,1.7801803658695854
C_full_CN,C_beta_CN,463,representative,gamma_gw,0.0015336089844856238,-0.12684387317279522,1.9091561268272048
C_full_CN,C_beta_CN,463,representative,log10_Ar,0.0001135095512767581,-0.10646243505034891,1.9215375649496511
C_full_CN,C_beta_CN,463,representative,log10_EFAC,0.00034246304924101523,-0.8145713550486711,1.203428644951329
C_full_CN,C_beta_CN,479,representative,u,0.00012244271294026277,-0.1362679746397606,1.8997320253602394
C_full_CN,C_beta_CN,479,representative,log10_Agw,-0.0013720788942852558,-0.6874780414561675,1.3335219585438325
C_full_CN,C_beta_CN,479,representative,gamma_gw,-0.0031241138985547146,-0.15835721580876405,1.889642784191236
C_full_CN,C_beta_CN,479,representative,log10_Ar,-0.001117925129269004,-0.1524368020646476,1.8795631979353522
C_full_CN,C_beta_CN,479,representative,log10_EFAC,-0.0007233820950741099,-0.6097117220254291,1.424288277974571
C_full_CN,C_beta_CN,489,representative,u,0.0008513824102756029,-0.16478176479946904,1.8792182352005309
C_full_CN,C_beta_CN,489,representative,log10_Agw,-0.000837787641686738,-0.70032562503225,1.31967437496775
