contrast_index,new_model,old_model,group,u_bin,gamma_bin,parameter,quantity,probability,units,n,mean,median,std_between_datasets,empirical_p05,empirical_p25,empirical_p75,empirical_p95,minimum,maximum,both_parameter_PIT_functions_resolved,both_LOW_cut_CDF_precision,all_bin_datasets_retained
0,A_CN,A0_CN,u,1,-1,gamma_gw,central90_width,,fraction_prior_width,208,-0.019731054065909727,-0.0029434648647271855,0.07901605464309339,-0.16421568006189788,-0.024298794900119686,0.008407146034236562,0.061334677518444215,-0.3858577559998134,0.2913216340813537,202,208,True
0,A_CN,A0_CN,u,1,-1,log10_Ar,quantile,0.05,fraction_prior_width,208,-0.014954730840736789,-0.0006637712226961086,0.16255068266355005,-0.19396294510260378,-0.010675887157483183,0.005341058350337291,0.13738850110805045,-0.8668208186093663,0.6140254518079507,202,208,True
0,A_CN,A0_CN,u,1,-1,log10_Ar,quantile,0.5,fraction_prior_width,208,-0.0031403031501929545,-0.005844759640343478,0.1581187394094423,-0.3068026878217688,-0.048726208393810574,0.0440183166067282,0.26877729481827833,-0.44532674763705804,0.49819574438298353,202,206,True
0,A_CN,A0_CN,u,1,-1,log10_Ar,quantile,0.9,fraction_prior_width,208,0.0029174840173752433,-0.005532901621731923,0.07168900027772315,-0.11042895794739505,-0.03903203804028671,0.03842941260443322,0.1439431103891757,-0.21918851905159176,0.24002836335545064,202,206,True
0,A_CN,A0_CN,u,1,-1,log10_Ar,quantile,0.95,fraction_prior_width,208,-0.0009932374802509116,-0.010326963104587306,0.059203082814082146,-0.09121360471535449,-0.035135116314937764,0.026239815087972324,0.11056021586518539,-0.19321991397756189,0.19340821854786405,202,206,True
0,A_CN,A0_CN,u,1,-1,log10_Ar,central90_width,,fraction_prior_width,208,0.01396149336048588,-0.004847639832227524,0.1578505223470401,-0.10808238691766187,-0.03037801147652705,0.034037466493628404,0.17200634200936538,-0.6266286449648504,0.832125810188076,202,206,True
0,A_CN,A0_CN,u,1,-1,log10_EFAC,quantile,0.05,fraction_prior_width,208,0.015773988049550602,0.012683846202368093,0.049321157629785756,-0.06796748017723424,-0.008763692221657628,0.05055260534337159,0.09801964551039276,-0.11350077339606376,0.15812194890419196,201,208,True
0,A_CN,A0_CN,u,1,-1,log10_EFAC,quantile,0.5,fraction_prior_width,208,-0.02240442274056339,-0.02153216841315278,0.04555480778744328,-0.10556616348687631,-0.048144696353263856,0.010377184096815498,0.048248957289937465,-0.14496559826519967,0.09959685894851478,201,205,True
0,A_CN,A0_CN,u,1,-1,log10_EFAC,quantile,0.9,fraction_prior_width,208,-0.05165781266941253,-0.050842278717070255,0.046477145460362496,-0.13534352150726683,-0.07654436911496794,-0.01919580120762685,0.01943304251887052,-0.18659515908076235,0.06649558013313173,201,208,True
0,A_CN,A0_CN,u,1,-1,log10_EFAC,quantile,0.95,fraction_prior_width,208,-0.05908626308950475,-0.05922213518332217,0.04718928046813115,-0.14486778314712415,-0.0866205132029752,-0.025077823998166326,0.011475039950423673,-0.19977863493636341,0.055981448891320174,201,208,True
0,A_CN,A0_CN,u,1,-1,log10_EFAC,central90_width,,fraction_prior_width,208,-0.07486025113905535,-0.07256360487155601,0.03412588260940732,-0.13788155593557522,-0.09027331482065638,-0.058067502586124836,-0.02658854321116328,-0.22388416902422992,0.04577339581556217,201,208,True
0,A_CN,A0_CN,u,2,-1,u,quantile,0.05,fraction_prior_width,49,0.005804287467919649,-0.0002941615825383867,0.024256067445377418,-0.009555034892757917,-0.0033890878280272013,0.005416099014034198,0.03152630964484206,-0.03296831476486484,0.14951125583830555,49,49,True
0,A_CN,A0_CN,u,2,-1,u,quantile,0.5,fraction_prior_width,49,0.012866397295539643,-0.001867077837674036,0.04697149807499523,-0.04384637538525589,-0.01364677285816307,0.02296298710442457,0.09326799065434567,-0.05090864613081725,0.1913014001785741,49,49,True
0,A_CN,A0_CN,u,2,-1,u,quantile,0.9,fraction_prior_width,49,0.004298458586498747,0.0004422958325863702,0.014460160821489203,-0.012664203110998095,-0.004156239577343901,0.006077917657005272,0.033761098688111536,-0.02094881848881014,0.044507768429495664,49,49,True
0,A_CN,A0_CN,u,2,-1,u,quantile,0.95,fraction_prior_width,49,0.0022805482888111272,0.0005562606865251452,0.007698729009932315,-0.006774792143619845,-0.001961417802063936,0.00341536445198376,0.018256151165027427,-0.011393392039150796,0.02221334622111215,49,49,True
0,A_CN,A0_CN,u,2,-1,u,central90_width,,fraction_prior_width,49,-0.0035237391791085133,0.0005911079681274467,0.01969239524280456,-0.019501658384817898,-0.002565164375995299,0.0017160889226827125,0.006638835636861202,-0.12729790961719345,0.02889521132406314,49,49,True
0,A_CN,A0_CN,u,2,-1,log10_Agw,quantile,0.05,fraction_prior_width,49,0.005465939812407051,0.004619147533871444,0.07178330337830331,-0.12085109720467452,-0.008477674653066692,0.03142988251904533,0.0980138793087659,-0.23608041890402318,0.25600584372508034,48,49,True
0,A_CN,A0_CN,u,2,-1,log10_Agw,quantile,0.5,fraction_prior_width,49,0.01563597548170525,0.011250882513486493,0.07028040982225509,-0.08668645792386205,-0.03493830096719697,0.06446410443088502,0.1166498543197463,-0.1424088583195735,0.19733133089985622,48,48,True
0,A_CN,A0_CN,u,2,-1,log10_Agw,quantile,0.9,fraction_prior_width,49,0.010418675694376912,0.003704368864052676,0.06313363798350334,-0.06871849799889639,-0.02582440125426977,0.038686090626998904,0.11895358194230897,-0.13496746846130026,0.18278447802070452,48,49,True
0,A_CN,A0_CN,u,2,-1,log10_Agw,quantile,0.95,fraction_prior_width,49,0.00851370001014792,0.0009497174602860481,0.06133560351365668,-0.06684612123188728,-0.025169858553846014,0.03583465690826415,0.11894169252566357,-0.12887724116233912,0.19288990886197743,48,49,True
0,A_CN,A0_CN,u,2,-1,log10_Agw,central90_width,,fraction_prior_width,49,0.003047760197740875,-0.008943485701790155,0.08412048696252887,-0.09552999216251504,-0.04779639688796128,0.04262071568651615,0.15073044927452073,-0.18556472411785513,0.2909393908164707,48,49,True
0,A_CN,A0_CN,u,2,-1,gamma_gw,quantile,0.05,fraction_prior_width,49,-0.0012056182191629435,4.4828037810952515e-05,0.03438452541122642,-0.05368389376984168,-0.008342188653279344,0.005310659863559136,0.03993443299988693,-0.07742860794737594,0.14186733571522583,49,49,True
0,A_CN,A0_CN,u,2,-1,gamma_gw,quantile,0.5,fraction_prior_width,49,-0.020257398381546457,-0.002085649753798713,0.09385696336441822,-0.18419116164062993,-0.047518102975695475,0.027129454492266558,0.0896958733979638,-0.4349857173954861,0.1226594901621908,49,49,True
0,A_CN,A0_CN,u,2,-1,gamma_gw,quantile,0.9,fraction_prior_width,49,-0.033968909776056155,-0.0021587309946444755,0.10535254361234879,-0.20581024098420714,-0.037362087148265055,0.013564437533218343,0.03769851726762525,-0.5830916851018393,0.04876663211381138,49,49,True
0,A_CN,A0_CN,u,2,-1,gamma_gw,quantile,0.95,fraction_prior_width,49,-0.030528551122055228,-0.0014910842464892493,0.09207284018589514,-0.1838341305451919,-0.025358175897997492,0.006805888067028976,0.020600844741600864,-0.5320079851664654,0.033644511411764055,49,49,True
0,A_CN,A0_CN,u,2,-1,gamma_gw,central90_width,,fraction_prior_width,49,-0.029322932902892295,-0.001667554830046769,0.08487664329738771,-0.17355158395837678,-0.018662397240853057,0.0035287990454168083,0.027694934931049055,-0.4744561704668431,0.06878764998045966,49,49,True
0,A_CN,A0_CN,u,2,-1,log10_Ar,quantile,0.05,fraction_prior_width,49,-0.009097109172067437,-0.0008970581039886016,0.07525777452793248,-0.11997562703525068,-0.010889002327903342,0.004321334870449833,0.027693262372431412,-0.3200872925071619,0.28960684944845627,49,49,True
0,A_CN,A0_CN,u,2,-1,log10_Ar,quantile,0.5,fraction_prior_width,49,-0.008897247846141087,-0.00552311653720694,0.12872998516357814,-0.18875735514272957,-0.04588055839688987,0.018098311757221208,0.176140610364314,-0.36508571862353756,0.5402341298121176,49,49,True
0,A_CN,A0_CN,u,2,-1,log10_Ar,quantile,0.9,fraction_prior_width,49,0.0006208256416150281,-0.005733008620427138,0.07210096092260604,-0.10315807555595899,-0.037041290564386764,0.017885615581521797,0.12340239036533134,-0.1382646619539547,0.2689124033372855,49,49,True
0,A_CN,A0_CN,u,2,-1,log10_Ar,quantile,0.95,fraction_prior_width,49,-0.00239481391320613,-0.006992307425475741,0.059983279823207114,-0.09378686747318574,-0.03870146115365902,0.01426441081500851,0.10465696640325926,-0.11425615814799739,0.21835386313879213,49,49,True
0,A_CN,A0_CN,u,2,-1,log10_Ar,central90_width,,fraction_prior_width,49,0.006702295258861309,-0.0004115415162645464,0.07207721168659532,-0.09170376940919803,-0.030575032639957644,0.022459671929484393,0.1011833826380543,-0.11681221838831946,0.30954790219006106,49,49,True
0,A_CN,A0_CN,u,2,-1,log10_EFAC,quantile,0.05,fraction_prior_width,49,0.014552831809301883,0.009893855567174703,0.0521463164633616,-0.06971177094103514,-0.015324482028447384,0.055069215318563125,0.09326882791747762,-0.11642167537665521,0.10575861959252751,49,49,True
0,A_CN,A0_CN,u,2,-1,log10_EFAC,quantile,0.5,fraction_prior_width,49,-0.022643770441984658,-0.025789115172691168,0.05106797231101033,-0.09752739823275441,-0.05604962812423431,0.01269777383957793,0.052374408584681176,-0.1548470501150575,0.09485962922842317,49,49,True
